1;0
2;20
3;41
4;59
5;77
6;85
7;94
8;111
9;128
10;152
11;163
12;177
13;193
14;214
15;222
16;238
17;249
18;262
19;279
20;291
21;299
22;307
23;313
24;324
25;335
26;348
27;358
28;366
29;373
30;377
31;385
32;390
33;396
34;403
35;404
36;412
37;419
38;428
39;437
40;447
41;449
42;453
43;460
44;463
45;472
46;478
47;481
48;489
49;495
50;501
51;507
52;512
53;519
54;528
55;531
56;538
57;544
58;550
59;557
60;563
61;571
62;576
63;581
64;584
65;587
66;592
67;596
68;600
69;603
70;607
71;613
72;613
73;619
74;625
75;627
76;634
77;640
78;643
79;645
80;649
81;653
82;657
83;659
84;659
85;664
86;667
87;671
88;673
89;674
90;678
91;681
92;685
93;687
94;692
95;697
96;702
97;702
98;704
99;708
100;712
101;714
102;716
103;719
104;720
105;722
106;725
107;725
108;727
109;729
110;730
111;731
112;734
113;740
114;743
115;745
116;748
117;748
118;749
119;753
120;757
121;759
122;762
123;763
124;763
125;765
126;766
127;768
128;772
129;774
130;778
131;780
132;785
133;789
134;793
135;796
136;797
137;801
138;804
139;806
140;806
141;807
142;807
143;808
144;811
145;814
146;818
147;822
148;823
149;824
150;828
151;831
152;835
153;835
154;836
155;839
156;841
157;843
158;844
159;849
160;851
161;852
162;854
163;855
164;857
165;862
166;864
167;868
168;873
169;873
170;875
171;877
172;877
173;877
174;879
175;881
176;882
177;885
178;885
179;886
180;888
181;889
182;892
183;892
184;894
185;897
186;898
187;899
188;902
189;902
190;903
191;906
192;909
193;909
194;913
195;914
196;916
197;919
198;921
199;926
200;926
201;930
202;931
203;931
204;932
205;935
206;936
207;937
208;937
209;938
210;940
211;942
212;944
213;944
214;945
215;947
216;949
217;952
218;953
219;955
220;955
221;956
222;957
223;957
224;957
225;958
226;958
227;960
228;960
229;960
230;963
231;965
232;967
233;969
234;970
235;972
236;974
237;976
238;976
239;976
240;976
241;977
242;977
243;977
244;978
245;979
246;980
247;980
248;981
249;981
250;982
251;983
252;984
253;986
254;987
255;987
256;988
257;988
258;990
259;992
260;993
261;995
262;995
263;995
264;995
265;996
266;999
267;999
268;1000
269;1000
270;1000
271;1000
272;1002
273;1002
274;1004
275;1004
276;1004
277;1004
278;1005
279;1005
280;1006
281;1008
282;1009
283;1009
284;1010
285;1011
286;1011
287;1013
288;1014
289;1015
290;1017
291;1017
292;1018
293;1018
294;1019
295;1019
296;1021
297;1022
298;1022
299;1022
300;1022
301;1022
302;1023
303;1023
304;1023
305;1024
306;1025
307;1025
308;1025
309;1025
310;1026
311;1026
312;1027
313;1028
314;1028
315;1028
316;1029
317;1031
318;1033
319;1034
320;1036
321;1039
322;1041
323;1043
324;1045
325;1046
326;1046
327;1048
328;1049
329;1050
330;1050
331;1051
332;1052
333;1052
334;1055
335;1055
336;1055
337;1055
338;1057
339;1057
340;1057
341;1058
342;1058
343;1058
344;1060
345;1060
346;1060
347;1061
348;1063
349;1064
350;1064
351;1064
352;1064
353;1065
354;1066
355;1066
356;1066
357;1066
358;1067
359;1067
360;1067
361;1068
362;1070
363;1070
364;1070
365;1070
366;1073
367;1073
368;1075
369;1075
370;1075
371;1075
372;1075
373;1075
374;1076
375;1079
376;1080
377;1081
378;1081
379;1082
380;1083
381;1083
382;1083
383;1084
384;1084
385;1084
386;1084
387;1084
388;1085
