1;0
2;22
3;47
4;76
5;99
6;121
7;140
8;153
9;171
10;183
11;203
12;214
13;222
14;229
15;236
16;247
17;265
18;271
19;281
20;287
21;298
22;305
23;312
24;317
25;326
26;335
27;343
28;350
29;362
30;370
31;380
32;389
33;395
34;407
35;417
36;420
37;427
38;435
39;446
40;451
41;463
42;466
43;476
44;489
45;495
46;501
47;510
48;518
49;529
50;537
51;545
52;549
53;557
54;561
55;562
56;567
57;573
58;578
59;586
60;591
61;595
62;603
63;605
64;609
65;612
66;614
67;621
68;623
69;625
70;631
71;636
72;641
73;643
74;647
75;650
76;654
77;659
78;660
79;663
80;667
81;670
82;673
83;678
84;681
85;686
86;692
87;695
88;697
89;701
90;703
91;709
92;715
93;718
94;720
95;721
96;725
97;727
98;732
99;735
100;737
101;744
102;744
103;744
104;747
105;748
106;753
107;757
108;760
109;762
110;769
111;770
112;773
113;780
114;784
115;788
116;789
117;796
118;802
119;809
120;810
121;813
122;815
123;817
124;826
125;828
126;832
127;835
128;842
129;845
130;845
131;848
132;849
133;851
134;856
135;857
136;857
137;864
138;868
139;873
140;876
141;879
142;881
143;884
144;886
145;887
146;889
147;890
148;890
149;892
150;892
151;894
152;895
153;898
154;902
155;906
156;908
157;909
158;912
159;917
160;921
161;922
162;924
163;925
164;928
165;929
166;930
167;936
168;940
169;943
170;943
171;948
172;952
173;953
174;953
175;956
176;959
177;959
178;959
179;961
180;961
181;962
182;964
183;964
184;964
185;966
186;966
187;967
188;970
189;972
190;972
191;977
192;979
193;980
194;982
195;983
196;984
197;985
198;986
199;987
200;990
201;991
202;992
203;994
204;994
205;994
206;1000
207;1002
208;1003
209;1005
210;1005
211;1009
212;1014
213;1016
214;1017
215;1017
216;1019
217;1022
218;1022
219;1024
220;1025
221;1028
222;1028
223;1029
224;1031
225;1034
226;1035
227;1035
228;1035
229;1035
230;1038
231;1038
232;1041
233;1044
234;1044
235;1044
236;1044
237;1045
238;1046
239;1048
240;1051
241;1051
242;1054
243;1054
244;1059
245;1060
246;1060
247;1062
248;1065
249;1068
250;1069
251;1069
252;1070
253;1073
254;1075
255;1080
256;1080
257;1080
258;1081
259;1084
260;1086
261;1086
262;1086
263;1086
264;1086
265;1088
266;1088
267;1089
268;1090
269;1090
270;1092
271;1094
272;1096
273;1097
274;1097
275;1097
276;1099
277;1100
278;1100
279;1100
280;1100
281;1100
282;1102
283;1102
284;1102
285;1104
286;1105
287;1105
288;1106
289;1106
290;1106
291;1107
292;1109
293;1110
294;1111
295;1111
296;1111
297;1111
298;1112
299;1113
300;1113
301;1114
302;1114
303;1115
304;1115
305;1115
306;1117
307;1117
308;1118
309;1120
310;1120
311;1120
312;1120
313;1122
314;1122
315;1122
316;1123
317;1124
318;1125
319;1125
320;1127
321;1127
322;1127
323;1127
324;1128
325;1128
326;1129
327;1130
328;1131
329;1132
330;1134
331;1134
332;1138
333;1138
334;1139
335;1140
336;1140
337;1140
338;1142
339;1142
340;1142
341;1144
342;1145
343;1145
344;1145
345;1145
346;1148
347;1150
348;1151
349;1151
350;1151
351;1154
352;1154
353;1155
354;1155
355;1155
356;1157
357;1157
358;1157
359;1158
360;1160
361;1160
362;1161
363;1161
364;1162
365;1164
366;1165
367;1166
368;1166
369;1167
370;1167
371;1167
372;1168
373;1168
374;1168
375;1168
376;1168
377;1168
378;1169
379;1169
380;1169
381;1171
382;1171
383;1172
384;1173
385;1175
386;1175
387;1175
388;1176
389;1177
390;1181
391;1182
392;1184
393;1186
394;1186
395;1187
396;1188
397;1188
398;1188
399;1188
400;1188
401;1189
402;1190
403;1190
404;1190
405;1190
406;1190
407;1190
408;1190
409;1191
410;1191
411;1193
412;1194
413;1194
414;1194
415;1194
416;1195
417;1195
418;1195
419;1197
420;1198
421;1200
422;1201
423;1201
424;1202
425;1203
426;1204
427;1204
428;1205
429;1205
430;1206
431;1207
432;1207
433;1207
434;1207
435;1208
436;1208
437;1208
438;1208
439;1209
440;1210
441;1211
442;1211
443;1212
444;1212
445;1213
446;1213
447;1213
448;1213
449;1213
450;1213
451;1214
452;1215
453;1216
454;1216
455;1217
456;1217
457;1217
458;1217
459;1217
460;1217
461;1218
462;1218
463;1218
464;1219
465;1219
466;1219
467;1219
468;1219
469;1219
470;1220
471;1220
472;1221
473;1221
474;1221
475;1223
476;1223
477;1223
478;1223
479;1223
480;1223
481;1225
482;1226
483;1226
484;1227
485;1227
486;1230
487;1230
488;1231
489;1232
490;1232
491;1232
492;1232
493;1232
494;1233
495;1233
496;1233
497;1233
498;1233
499;1233
500;1233
501;1233
502;1234
503;1234
504;1235
505;1235
506;1236
507;1236
508;1236
509;1236
510;1236
511;1237
512;1237
513;1237
514;1237
515;1238
516;1238
517;1238
518;1239
519;1239
520;1239
521;1240
522;1240
523;1241
524;1242
525;1244
526;1246
527;1246
528;1246
529;1246
530;1246
531;1246
532;1246
533;1246
534;1247
535;1247
536;1248
537;1249
538;1251
539;1252
540;1253
541;1253
542;1254
543;1255
544;1255
545;1255
546;1255
547;1255
548;1255
549;1256
550;1256
551;1256
552;1256
553;1257
554;1257
555;1259
556;1259
557;1259
558;1260
559;1263
560;1263
561;1263
562;1263
563;1263
564;1263
565;1263
566;1263
567;1263
568;1263
569;1263
570;1263
571;1263
572;1264
573;1265
574;1266
575;1266
576;1266
577;1266
578;1266
579;1266
580;1266
581;1266
582;1266
583;1266
584;1267
585;1267
586;1267
587;1267
588;1267
589;1267
590;1267
591;1267
592;1267
593;1267
594;1267
595;1268
596;1268
597;1268
598;1268
599;1268
600;1268
601;1268
602;1268
603;1268
604;1268
605;1268
606;1269
607;1269
608;1269
609;1269
610;1269
611;1269
612;1269
613;1269
614;1269
615;1269
616;1269
617;1269
618;1269
619;1269
620;1269
621;1269
622;1269
623;1269
624;1269
625;1269
626;1269
627;1269
628;1269
629;1269
630;1269
631;1269
632;1270
633;1270
634;1270
635;1270
636;1270
637;1271
638;1271
639;1271
640;1271
641;1271
642;1271
643;1271
644;1273
645;1273
646;1273
647;1273
648;1273
649;1274
650;1274
651;1274
652;1275
653;1275
654;1275
655;1275
656;1275
657;1275
658;1276
659;1276
660;1276
661;1276
662;1276
663;1276
664;1276
665;1276
666;1276
667;1276
668;1276
669;1277
670;1278
671;1278
672;1278
673;1278
674;1279
675;1279
676;1279
677;1280
678;1280
679;1280
680;1280
681;1280
682;1280
